"county_state","dma","TotalPopulation","numrace","numincome","PercentWhite","PercentBlackAfrAm","PercentAsian","PercentAge0to19","PercentAge20to39","PercentAge40Plus","PercentIncome0to50k","PercentIncome50to99k","PercentIncome100to149k","PercentIncome150to199k","PercentIncome200kPlus","TotalSales","SalesPerCapita","logpop","predicted_sales_per_cap","difference_scp","county","state","DMA"
"Delta, MI","null",5622,5352,2598,96.2070254110613,0.504484304932735,0.0186846038863976,23.906083244397,22.9277837068659,53.1661330487371,54.6189376443418,31.9476520400308,10.2771362586605,2.54041570438799,0.615858352578907,635,0.107712422902775,8.63444275146648,0.36531937122345,-0.257606948320675,NA,NA,NA
"Delta, TX","Dallas-Ft.Worth TX",1417,1361,603,98.9713445995591,1.02865540044085,0,18.8426252646436,13.7614678899083,67.3959068454481,46.2686567164179,31.3432835820896,16.7495854063018,0.995024875621891,4.64344941956882,375,0.264643613267466,7.25629723969068,0.378507316112518,-0.113863702845052,"Delta","TX","Dallas-Ft.Worth TX"
"Dent, MO","Springfield MO",10707,10401,4112,98.6059032785309,0.557638688587636,0.374963945774445,26.1511160922761,20.1363593910526,53.7125245166713,53.5262645914397,33.1712062256809,8.75486381322957,1.99416342412451,2.55350194552529,365,0.0383098646559838,9.27865301215827,0.366827666759491,-0.328517802103507,"Dent","MO","Springfield MO"
"Denton, TX","Dallas-Ft.Worth TX",353163,328346,124177,77.8538492931237,11.7851291016184,9.80094168955918,26.8400143842928,30.2942267451573,42.8657588705499,29.429765576556,29.5151276001192,18.0138028781497,10.4077244578304,12.6335794873447,102455,0.330288174402056,12.7746849857127,0.419167190790176,-0.0888790163881204,"Denton","TX","Dallas-Ft.Worth TX"
"Denver, CO","Denver CO",408777,365963,158979,81.5197164740698,12.6750518495039,4.70675997300274,24.9363344806582,36.6476098214919,38.4160556978499,37.6861094861585,31.9356644588279,15.1906855622441,7.37392989011127,7.81361060265821,110496,0.276534650674947,12.9209250540579,0.427054017782211,-0.150519367107264,"Denver","CO","Denver CO"
"Des Moines, IA","Davenport IA-Rock Island-Moline IL",22228,21588,9278,94.7841393366685,4.31258106355383,0.903279599777654,25.0899766060824,21.5134065143063,53.3966168796113,43.1881871092908,33.7249407199828,15.8762664367321,4.33283035136883,2.87777538262557,12676,0.598812968817353,10.0091080343998,0.441747039556503,0.15706592926085,"Des Moines","IA","Davenport IA-Rock Island-Moline IL"
"Deschutes, OR","Bend OR",24175,23493,9065,98.2931085855361,0.493764099944664,0.61720512493083,21.9152016546019,20.028955532575,58.0558428128232,31.1638168781026,33.7562051847766,20.1875344732488,7.90954219525648,6.98290126861555,5664,0.256188197880119,10.0930743203215,0.41363400220871,-0.15744580432859,"Deschutes","OR","Bend OR"
"Desha, AR","Little Rock-Pine Bluff AR",2834,2723,1204,73.4851266984943,26.5148733015057,0,26.076217360621,30.7339449541284,43.1898376852505,47.6744186046512,37.624584717608,10.7142857142857,0.249169435215947,3.7375415282392,8,0.00284158133901249,7.94944442025063,0.365074515342712,-0.3622329340037,"Desha","AR","Little Rock-Pine Bluff AR"
"Dickenson, VA","Tri-Cities TN-VA",3633,3620,1449,98.3977900552486,1.10497237569061,0.497237569060773,18.0842279108175,28.6264794935315,53.289292595651,80.1242236024845,15.3899240855763,2.76052449965493,1.24223602484472,0.483091787439614,62,0.0172810530829447,8.1978140322212,0.369257092475891,-0.351976039392946,"Dickenson","VA","Tri-Cities TN-VA"
"Dickinson, IA","Sioux City IA",9934,9823,4449,98.7274763310598,0.478468899521531,0.305405680545658,23.5755989530904,19.9315482182404,56.4928528286692,40.8855922679254,33.0860867610699,15.2169026747584,4.06832996178917,6.74308833445718,491,0.0512769267509467,9.2037184956673,0.411962300539017,-0.36068537378807,"Dickinson","IA","Sioux City IA"
"Dickinson, KS","Wichita-Hutchinson KS",1003,984,456,100,0,0,27.0189431704885,22.6321036889332,50.3489531405783,65.5701754385965,26.5350877192982,7.89473684210526,0,0,26,0.0259222333000997,6.91075078796194,0.349413573741913,-0.323491340441813,"Dickinson","KS","Wichita-Hutchinson KS"
"Dickinson, MI","Marquette MI",22322,21854,9703,97.5382081083554,0.722979774869589,0.658918275830512,22.3949466893648,20.7284293522086,56.8766239584267,47.2637328661239,32.9691847882098,13.3360816242399,3.33917345150984,3.09182726991652,4464,0.202266186177114,10.0133280182157,0.40364396572113,-0.201377779544016,"Dickinson","MI","Marquette MI"
"Dickson, TN","Nashville TN",39896,39052,14769,94.2717402437775,4.67837754788487,0.4558025197173,25.0250651694405,26.5490274714257,48.4259073591337,45.8189450876837,34.8229399417699,12.634572415194,3.39224050375787,3.33130205159456,5704,0.145581454158265,10.594031347226,0.407327711582184,-0.261746257423919,"Dickson","TN","Nashville TN"
"Dillon, SC","Myrtle Beach-Florence SC",8335,8218,2990,42.905816500365,53.480165490387,0,28.4223155368926,30.6058788242352,40.9718056388722,74.9832775919732,19.5986622073579,3.51170568561873,0.96989966555184,0.936454849498328,879,0.116229297843204,9.0282187951849,0.340938955545425,-0.224709657702222,"Dillon","SC","Myrtle Beach-Florence SC"
"Dimmit, TX","San Antonio TX",1517,1483,424,99.1233985165206,0,0.876601483479434,28.8068556361239,26.5655899802241,44.627554383652,76.8867924528302,18.1603773584906,2.83018867924528,0,2.12264150943396,58,0.038233355306526,7.32448997934853,0.342181324958801,-0.303947969652275,"Dimmit","TX","San Antonio TX"
"Dinwiddie, VA","Richmond-Petersburg VA",14360,13884,5124,62.5180063382311,36.0342840679919,1.3828867761452,25.3133704735376,23.3008356545961,51.3857938718663,41.6471506635441,35.9875097580016,12.9586260733802,5.91334894613583,3.49336455893833,2674,0.202664733978783,9.57220184260222,0.450292378664017,-0.247627644685234,"Dinwiddie","VA","Richmond-Petersburg VA"
"District of Columbia, DC","Washington DC (Hagerstown MD)",465219,427719,178893,38.0602685407943,58.2246755463283,3.28977669918802,22.7495007727543,38.253811645698,38.9966875815476,35.9332114727798,22.8365559300811,15.0603992330611,9.30332656951362,16.8665067945643,76071,0.175889113823551,13.0502635414409,0.430661648511887,-0.254772534688336,"District of Columbia","DC","Washington DC (Hagerstown MD)"
"Dodge, GA","Macon GA",9030,8768,2852,63.0360401459854,36.9069343065693,0.0570255474452555,20.609080841639,30.1661129568106,49.2248062015504,67.3211781206171,23.5273492286115,5.96072931276297,1.85834502103787,1.33239831697055,691,0.0925478784038009,9.10830764641103,0.350500166416168,-0.257952288012367,"Dodge","GA","Macon GA"
"Dodge, MN","Rochester MN-Mason CityIa-Austin MN",10727,10507,3933,98.3249262396498,0.161796897306558,1.22775292662035,29.7100773748485,23.8184021627669,46.4715204623846,23.1121281464531,35.4945334350369,24.4342740910247,11.1873887617595,5.77167556572591,2623,0.242245800899695,9.28051920659743,0.648360252380371,-0.406114451480676,"Dodge","MN","Rochester MN-Mason CityIa-Austin MN"
"Dodge, NE","Omaha NE",25975,25222,10477,97.5338989770835,1.1577194512727,0.356831337721037,27.0914340712223,24.5697786333013,48.3387872954764,46.0150806528586,35.5540708218001,12.4272215328815,3.42655340269161,2.57707358976806,6607,0.239327168038051,10.1648898159674,0.41525062918663,-0.17592346114858,"Dodge","NE","Omaha NE"
"Dodge, WI","Milwaukee WI",68600,66738,26906,95.942341694387,2.93386076897719,0.747699961041685,22.6924198250729,25.1938775510204,52.1137026239067,41.2138556455809,36.229837211031,15.6061844941649,4.70155355682747,2.24856909239575,33483,0.491866964177871,11.136047813714,0.534818649291992,-0.0429516851141214,"Dodge","WI","Milwaukee WI"
"Doniphan, KS","St. Joseph MO",1574,1565,601,99.6166134185303,0.383386581469649,0,24.6505717916137,19.8856416772554,55.4637865311309,42.4292845257904,33.2778702163062,22.6289517470882,0,1.66389351081531,568,0.360864040660737,7.36137542897735,0.414203763008118,-0.0533397223473807,"Doniphan","KS","St. Joseph MO"
"Dooly, GA","Macon GA",6621,6285,2633,47.2235481304694,52.7764518695306,0,23.9691889442682,22.8666364597493,53.1641745959825,55.1082415495632,31.1431826813521,9.07709836688188,3.38017470565894,1.29130269654387,1240,0.183034683619642,8.79800169492485,0.358757108449936,-0.175722424830294,"Dooly","GA","Macon GA"
"Door, WI","Green Bay-Appleton WI",11694,11557,5477,96.7292549969715,1.20273427360042,0.372068876005884,21.4041388746366,19.9504019155122,58.6454592098512,37.7031221471609,35.6216907065912,16.2132554318057,5.62351652364433,4.83841519079788,1404,0.122786872231892,9.36683116873562,0.436587482690811,-0.313800610458919,"Door","WI","Green Bay-Appleton WI"
"Door, WI","null",1520,1512,757,99.3386243386243,0,0,11.1842105263158,12.2368421052632,76.578947368421,31.3077939233818,41.2153236459709,12.2853368560106,6.20871862615588,8.98282694848085,238,0.156578947368421,7.32646561384032,0.39648112654686,-0.239902179178439,"Door","WI","Green Bay-Appleton WI"
"Dorchester, MD","Salisbury MD",20552,18720,7985,63.5844017094017,34.7863247863248,1.6025641025641,26.4061891786687,24.2993382639159,49.2944725574153,47.6393237319975,33.9135879774577,13.4627426424546,1.60300563556669,3.38134001252348,7394,0.368316660312715,9.93071353878972,0.394929438829422,-0.0266127785167072,"Dorchester","MD","Salisbury MD"
"Dorchester, SC","Charleston SC",109091,103591,37537,73.2988387022039,24.3727736965567,1.71153864717977,26.4192279839767,26.3825613478655,47.1982106681578,36.6198683965154,33.1566188027813,17.5640035165304,7.23819165090444,5.42131763326851,34005,0.326760631943966,11.5999376752928,0.494337260723114,-0.167576628779148,"Dorchester","SC","Charleston SC"
"Dougherty, GA","Albany GA",65961,64043,24843,31.8083162874943,66.7176740627391,1.2194931530378,27.4980670396143,27.67696062825,44.8249723321357,55.6776556776557,27.7261200338123,10.2684860926619,3.21217244294167,3.11556575292839,16710,0.249342311952829,11.0968189372621,0.377816706895828,-0.128474394942999,"Dougherty","GA","Albany GA"
"Douglas, CO","Denver CO",244945,234055,88127,92.6957339086967,1.68293777103672,5.12742731409284,29.1159239829349,23.0455816611892,47.8384943558758,14.3928648427837,25.0456727223212,24.292214644774,16.0870107912445,20.1822369988766,131304,0.581623698046107,12.4087889745293,0.552472770214081,0.029150927832026,"Douglas","CO","Denver CO"
"Douglas, GA","Atlanta GA",48776,45925,16816,57.5743059335874,41.4589003810561,0.816548720740337,26.7775135312449,25.703214695752,47.5192717730031,40.7290675547098,32.6593720266413,16.674595623216,5.37583254043768,4.56113225499524,10008,0.229203350809228,10.7949936675877,0.465953975915909,-0.236750625106681,"Douglas","GA","Atlanta GA"
"Douglas, IL","Champaign & Springfield-Decatur IL",11625,11294,4451,97.8484150876572,0.566672569505932,0.841154595360368,28.1978494623656,24.6279569892473,47.1741935483871,41.8782296113233,34.5315659402382,15.9739384407998,4.96517636486183,2.6510896427769,15292,1.33978222561288,9.36091323045556,0.420892059803009,0.918890165809873,"Douglas","IL","Champaign & Springfield-Decatur IL"
"Douglas, KS","Kansas City MO",78563,74852,29301,87.7037353711324,4.65184631005184,5.06866883984396,25.9142344360577,36.355536321169,37.7302292427733,38.3126855738712,31.5825398450565,16.8697314084844,7.50486331524521,5.73017985734275,24816,0.344233393749716,11.2716561296719,0.48319536447525,-0.138961970725534,"Douglas","KS","Kansas City MO"
"Douglas, MN","Minneapolis-St. Paul MN",19916,19592,8249,99.5355247039608,0.224581461821151,0.112290730910576,24.4978911427998,19.5872665193814,55.9148423378188,31.2765183658625,36.5377621529882,20.2933688931992,6.37653048854407,5.51582009940599,859,0.0510455117537125,9.89927870776207,0.423494398593903,-0.37244888684019,"Douglas","MN","Minneapolis-St. Paul MN"
"Douglas, MO","Springfield MO",8792,8691,3392,98.9184213554252,0.218616960073639,0.126567713726844,23.3848953594177,19.9385805277525,56.6765241128298,60.8785377358491,27.4469339622642,7.48820754716981,2.32900943396226,1.85731132075472,544,0.0607159698533103,9.08159749608346,0.358757108449936,-0.298041138596626,"Douglas","MO","Springfield MO"
"Douglas, NE","Omaha NE",326520,308915,121811,84.9861612417655,10.5472379133419,3.77385364906204,29.9430356486586,28.9011392870268,41.1558250643146,35.8974148475918,31.3633415701373,17.2759438802735,7.34662715189925,8.1166725500981,252005,0.790561907702028,12.6962464815653,0.492097347974777,0.298464559727251,"Douglas","NE","Omaha NE"
"Douglas, NV","Reno NV",40788,38560,17265,94.844398340249,0.58350622406639,1.92168049792531,19.792586054722,18.625576149848,61.58183779543,34.370112945265,37.7063423110339,14.688676513177,6.8925571966406,6.34231103388358,5209,0.133716182766959,10.6161431994841,0.481450855731964,-0.347734672965005,"Douglas","NV","Reno NV"
"Douglas, OR","Eugene OR",17269,16240,7204,97.8879310344828,0.190886699507389,0.591133004926108,21.4314667902021,18.1133823614569,60.455150848341,51.5269294836202,29.2892837312604,11.0216546363132,4.13659078289839,4.02554136590783,1341,0.0845794380498171,9.75666826558467,0.393012344837189,-0.308432906787372,"Douglas","OR","Eugene OR"
"Douglas, WA","Seattle-Tacoma WA",33671,25653,12313,97.4233033173508,0.760145012279266,1.00183214438857,27.9379881797392,24.7661192123786,47.2958926078822,36.8715991228783,36.8553561276699,14.7405181515471,6.59465605457646,4.93787054332819,4987,0.147825948647868,10.4243922117438,0.473708540201187,-0.32588259155332,"Douglas","WA","Seattle-Tacoma WA"
"Douglas, WI","Duluth MN-Superior WI",21513,20933,9234,94.1527731333301,2.19271007500119,2.3551330435198,22.6793101845396,28.6803328220146,48.6403569934458,47.6283300844704,32.0121290881525,13.5044401126272,4.33181719731427,2.52328351743556,13334,0.646660532490629,9.97641268255068,0.424730271100998,0.221930261389631,"Douglas","WI","Duluth MN-Superior WI"
"Doï¿½a Ana, NM","El Paso TX (Las Cruces NM)",76142,70428,26602,95.3186232748339,2.19940932583631,1.2324643607656,29.5421712064301,27.707441359565,42.7503874340049,55.7063378693331,27.7535523644839,9.82632884745508,3.582437410721,3.13134350800692,18534,0.263936669592148,11.2403552969937,0.394298225641251,-0.130361556049103,"Doï¿½a Ana","NM","El Paso TX (Las Cruces NM)"
"Drew, AR","Little Rock-Pine Bluff AR",13561,13267,5015,72.525815934273,27.0445466194317,0.407024949121881,28.7589410810412,28.397610795664,42.8434481232947,47.2382851445663,31.8245264207378,15.1545363908275,2.61216350947159,3.17048853439681,482,0.0329154000707894,9.51495330508794,0.358997970819473,-0.326082570748684,"Drew","AR","Little Rock-Pine Bluff AR"
"DuPage, IL","Chicago IL",851201,799749,311024,81.8886925772961,5.10360125489372,12.7376214287233,25.7018025119801,25.4520377678128,48.8461597202071,25.2845439580225,27.5297083183291,20.2830006687587,11.7990894593343,15.1036575955553,774338,0.926303857091048,13.6544035723809,0.556315720081329,0.369988137009718,"DuPage","IL","Chicago IL"
"Dubois, IN","Evansville IN",22360,21466,8498,96.8228826982205,2.13360663374639,0.833876828472934,28.819320214669,21.6010733452594,49.5796064400716,37.161685102377,36.7145210637797,16.7686514473994,5.75429512826547,3.60084725817839,3079,0.140453054385748,10.015028927269,0.397972136735916,-0.257519082350168,"Dubois","IN","Evansville IN"
"Dubuque, IA","Cedar Rapids-Waterloo-Iowa City & Dubuque IA",62021,60680,23448,93.2646671061305,4.41331575477917,1.30685563612393,27.788974702117,25.4123603295658,46.7986649683172,38.1610371886728,32.902592971682,18.3597748208802,5.16888433981576,5.40771067894916,55511,0.943635084031675,11.0352283163555,0.483226776123047,0.460408307908628,"Dubuque","IA","Cedar Rapids-Waterloo-Iowa City & Dubuque IA"
"Dukes, MA","Boston MA (Manchester NH)",9198,8520,3610,95.9154929577465,3.52112676056338,0.563380281690141,24.8314851054577,16.8949771689498,58.2735377255925,30.1385041551247,30.5817174515235,18.4210526315789,9.39058171745152,11.4681440443213,4685,0.586084748388201,9.12674134809987,0.439460635185242,0.146624113202959,"Dukes","MA","Boston MA (Manchester NH)"
"Dunklin, MO","Paducah KY-Cape Girardeau MO-Harrisburg IL",12933,12333,5265,90.0024324981756,9.25970972188438,0.259466472066813,28.0831980205675,22.3227402768113,49.5940617026212,60.8736942070275,26.7236467236467,9.42070275403609,0.968660968660969,2.01329534662868,2969,0.230348771345443,9.46753746341524,0.344106882810593,-0.113758111465149,"Dunklin","MO","Paducah KY-Cape Girardeau MO-Harrisburg IL"
"Dunn, WI","Minneapolis-St. Paul MN",32599,31922,12749,96.1280621514943,0.410375289768811,3.18275797255811,24.5436976594374,28.3076167980613,47.1486855425013,40.2776688367715,35.8537924543101,15.5933798729312,4.94156404423876,3.33359479174837,5646,0.176137249911798,10.3920368920377,0.471454441547394,-0.295317191635596,"Dunn","WI","Minneapolis-St. Paul MN"
"Duplin, NC","Greenville-New Bern-Washington NC",6938,6483,2415,81.0427271325004,17.9083757519667,0,29.158258864226,21.1444220236379,49.6973191121361,52.2567287784679,36.0662525879917,11.6356107660455,0.041407867494824,0,1496,0.219088641337837,8.8447688275297,0.377400279045105,-0.158311637707268,"Duplin","NC","Greenville-New Bern-Washington NC"
"Durham, NC","Raleigh-Durham (Fayetteville) NC",229666,214584,88868,54.8354024531186,40.8567274354099,4.03897774298177,25.6659671000496,31.2819485687912,43.0520843311592,41.9712382409866,29.8543907818337,14.7465904487555,6.61317909708781,6.81460143133636,51617,0.251813321772112,12.3443813585659,0.422448337078094,-0.170635015305982,"Durham","NC","Raleigh-Durham (Fayetteville) NC"
"Dutchess, NY","New York NY",190550,177002,65755,84.2069581134676,10.652422006531,4.70559654693167,23.5691419574915,24.6743636840724,51.7564943584361,27.949205383621,27.5279446429929,20.4212607406281,11.6660330012927,12.4355562314653,69516,0.363658306073054,12.157669906302,0.53802764415741,-0.174369338084356,"Dutchess","NY","New York NY"
"Duval, FL","Jacksonville FL",481847,455926,182512,63.3330847549822,32.3480126160824,3.99253387611147,24.8755310295592,29.5012732257335,45.6231957447073,46.0073858157272,31.2872578241431,12.9964057157886,4.73448321206277,4.97446743227843,75170,0.159601510558475,13.0853819152561,0.468656986951828,-0.309055476393353,"Duval","FL","Jacksonville FL"
"Duval, FL","null",1453,1441,717,100,0,0,22.0233998623538,6.74466620784584,71.2319339298004,18.4100418410042,23.2914923291492,18.8284518828452,10.5997210599721,28.8702928870293,93,0.0640055058499656,7.28138566357028,0.397412300109863,-0.333406794259898,"Duval","FL","Jacksonville FL"
"Duval, TX","Corpus Christi TX",2291,2288,755,100,0,0,26.3203841117416,32.2566564818856,41.4229594063728,65.2980132450331,22.7814569536424,8.34437086092715,3.57615894039735,0,12,0.00524653284560094,7.7367436824535,0.343685507774353,-0.338438974928752,"Duval","TX","Corpus Christi TX"
"Dyer, TN","Memphis TN",21876,21203,8910,88.7987548931755,9.63071263500448,0.792340706503797,24.6708721886999,22.8286706893399,52.5004571219601,51.6610549943883,28.9674523007856,10.9652076318743,4.41077441077441,3.99551066217733,1065,0.0470277581620479,9.99314542446666,0.378151506185532,-0.331123748023484,"Dyer","TN","Memphis TN"
"Eagle, CO","Denver CO",21930,19856,6965,96.942989524577,1.8281627719581,1.16337630942788,21.5458276333789,34.3547651618787,44.0994072047424,24.551328068916,31.6439339554917,19.7846374730797,7.68126346015793,16.3388370423546,760,0.0337053901918038,9.99561084141193,0.412227869033813,-0.37852247884201,"Eagle","CO","Denver CO"
"East Baton Rouge, LA","Baton Rouge LA",241893,232661,88126,45.1992383768659,51.182621926322,3.35638547070631,27.7970011534025,30.7193676542934,41.483631192304,48.7960420307287,27.2076345232962,13.3479336404693,5.49327099834328,5.15511880716247,64377,0.266081805374123,12.3962507586019,0.394841581583023,-0.1287597762089,"East Baton Rouge","LA","Baton Rouge LA"
"East Carroll, LA","Monroe LA-El Dorado AR",3076,3021,204,27.5405494869249,72.4594505130751,0,6.40442132639792,62.6137841352406,30.9817945383615,71.078431372549,22.5490196078431,4.41176470588235,0,1.96078431372549,630,0.20481144343303,8.03138533062553,0.370376944541931,-0.165565501108901,"East Carroll","LA","Monroe LA-El Dorado AR"
"East Feliciana, LA","Baton Rouge LA",9903,9797,2758,47.0143921608656,51.7301214657548,0.500153108094315,16.2778955871958,30.8896294052307,52.8324750075735,54.5322697606962,29.4778825235678,9.427121102248,3.87962291515591,2.68310369833212,1477,0.142032782983974,9.2005930205213,0.393776834011078,-0.251744051027103,"East Feliciana","LA","Baton Rouge LA"
"Eastland, TX","Abilene-Sweetwater TX",5156,4977,1736,97.026321076954,2.61201527024312,0.100462125778581,30.488750969744,24.0496508921645,45.4615981380915,69.7004608294931,22.2926267281106,4.60829493087558,1.95852534562212,1.44009216589862,34,0.00678067667927946,8.54791636405908,0.344106882810593,-0.337326206131313,"Eastland","TX","Abilene-Sweetwater TX"
"Eaton, MI","Lansing MI",91544,87936,36578,89.9233533478894,7.34852620087336,2.22093340611354,23.7809140959539,24.8219435462728,51.3971423577733,37.2382306304336,36.4071299688337,16.9227404450763,5.67554267592542,3.75635627973099,38954,0.424374138917741,11.4245750099976,0.53802764415741,-0.113653505239669,"Eaton","MI","Lansing MI"
"Eau Claire, WI","La Crosse-Eau Claire WI",67160,65798,25189,93.6776193805283,1.31159001793368,4.11562661479072,25.8204288266826,30.9291244788565,43.250446694461,38.4413831434356,32.9111913930684,18.3373694866807,5.62547143594426,4.68458454087102,39229,0.619809697989771,11.1148331111915,0.509647250175476,0.110162447814295,"Eau Claire","WI","La Crosse-Eau Claire WI"
"Ector, TX","Odessa-Midland TX",103148,88679,32982,91.7421260952424,6.1987618263625,1.38702511304819,34.2439989141816,32.2972815759879,33.4587195098305,41.2224849918137,34.0670668849676,16.0511794312049,4.60251046025105,4.05675823176278,11365,0.110292357208014,11.5439201290725,0.403004854917526,-0.292712497709512,"Ector","TX","Odessa-Midland TX"
"Eddy, NM","Albuquerque-Santa Fe NM",43627,40949,15942,96.0951427385284,1.73386407482478,0.647146450462771,28.133953744241,27.1850001146079,44.6810461411511,37.9688872161586,32.0599673817589,17.6703048550997,7.1321038765525,5.16873667043031,715,0.0158454422813632,10.6834315037261,0.379651099443436,-0.363805657162072,"Eddy","NM","Albuquerque-Santa Fe NM"
"Edgar, IL","Champaign & Springfield-Decatur IL",5221,5161,2213,99.670606471614,0.174384809145514,0,25.0718253208198,23.9226201877035,51.0055544914767,47.3113420695888,38.4997740623588,11.5228197017623,1.31043831902395,1.35562584726615,2204,0.430536663321578,8.56044423341055,0.375650703907013,0.0548859594145646,"Edgar","IL","Champaign & Springfield-Decatur IL"
"Edgecombe, NC","Raleigh-Durham (Fayetteville) NC",34737,33924,13255,45.3985379082655,54.2772078764297,0.0324254215304799,27.0806344819645,23.349742349656,49.5696231683795,59.2003017729159,28.9249339871747,8.21576763485477,2.63296869105998,1.02602791399472,17733,0.506760427851995,10.4555606802804,0.466443657875061,0.0403167699769342,"Edgecombe","NC","Raleigh-Durham (Fayetteville) NC"
"Edgefield, SC","Augusta GA",12436,11854,4342,70.161970642821,29.576514256791,0.134975535684157,23.5365069154069,28.1601801222258,48.3033129623673,43.2749884845693,26.1400276370336,19.207738369415,7.96867802855827,3.40856748042377,4686,0.364485208628031,9.42835077117864,0.413244247436523,-0.0487590388084926,"Edgefield","SC","Augusta GA"
"Edmonson, KY","Bowling Green KY",1208,1187,502,100,0,0,20.1986754966887,24.4205298013245,55.3807947019868,56.3745019920319,36.2549800796813,7.37051792828685,0,0,63,0.0521523178807947,7.09672137849476,0.359092772006989,-0.306940454126194,"Edmonson","KY","Bowling Green KY"
"Effingham, GA","Savannah GA",17943,17395,5957,85.5590686979017,13.5383730957172,0.902558206381144,30.1454606253135,26.4448531460737,43.4096862286128,29.6457948631862,34.5811650159476,21.6384085949303,9.55178781265738,4.5828437132785,5585,0.338917754835855,9.79495534571267,0.373642057180405,-0.0347243023445492,"Effingham","GA","Savannah GA"
"Effingham, IL","Champaign & Springfield-Decatur IL",29285,28760,11680,98.682197496523,0.737134909596662,0.531988873435327,26.1669796824313,24.4118149223152,49.4212053952535,41.361301369863,34.083904109589,14.7517123287671,5.77054794520548,4.03253424657534,36772,1.23118158176458,10.2848307185239,0.457659155130386,0.773522426634193,"Effingham","IL","Champaign & Springfield-Decatur IL"
"El Dorado, CA","Reno NV",3643,2975,1375,90.453781512605,0.672268907563025,8.20168067226891,18.1169365907219,33.4339829810596,48.4490804282185,46.7636363636364,32.6545454545455,10.9818181818182,6.03636363636364,3.56363636363636,154,0.0430826406508041,8.20056279700856,0.389782071113586,-0.346699430462782,"El Dorado","CA","Sacramento-Stockton-Modesto CA"
"El Dorado, CA","Sacramento-Stockton-Modesto CA",108920,103200,39737,92.8662790697674,0.915697674418605,5.02906976744186,23.4511568123393,19.36558942343,57.1832537642306,25.1855952890253,26.9924755265873,21.1113068424894,11.1558497118554,15.5547726300425,21165,0.188148918588948,11.5983689467877,0.468416929244995,-0.280268010656047,"El Dorado","CA","Sacramento-Stockton-Modesto CA"
"El Paso, CO","Colorado Springs-Pueblo CO",346391,306407,128487,87.2943503248947,8.11730802494721,3.09490318432673,26.2365361686649,33.3975189886573,40.3659448426778,40.2795613564018,34.4252725956712,14.6123732362029,5.79747367437951,4.88531913734463,105632,0.327995692796112,12.7553234738086,0.506094455718994,-0.178098762922882,"El Paso","CO","Colorado Springs-Pueblo CO"
"El Paso, TX","El Paso TX (Las Cruces NM)",467178,397565,150530,93.5079798271981,4.03254813678266,1.61633946650233,29.6938211987722,28.9731108913519,41.3330679098759,53.0206603334883,28.8214973759383,10.9679133727496,4.02311831528599,3.1668106025377,98258,0.202398814582933,13.0544656203463,0.394095152616501,-0.191696338033568,"El Paso","TX","El Paso TX (Las Cruces NM)"
"Elbert, CO","Denver CO",21433,20718,7589,97.161888213148,0.439231586060431,1.24046722656627,23.8650678859702,19.4233191807027,56.7116129333271,19.1856634602714,27.8297535907234,21.228093292924,17.3277111608908,14.4287784951904,8866,0.430029488638157,9.97268706933713,0.401240050792694,0.0287894378454632,"Elbert","CO","Denver CO"
"Elbert, GA","Greenville-Spartanburg SC-Asheville NC-Anderson SC",8533,8402,3190,74.5893834801238,25.4106165198762,0,26.7901089886324,20.8601898511661,52.3497011602016,61.692789968652,23.6677115987461,10.8777429467085,2.9153605015674,0.846394984326019,1740,0.207633351747632,9.05169627853659,0.366374641656876,-0.158741289909244,"Elbert","GA","Greenville-Spartanburg SC-Asheville NC-Anderson SC"
"Elk, PA","Johnstown-Altoona PA",21482,21379,9768,97.9980354553534,1.13662940268488,0.668880677300154,21.9951587375477,20.1750302578903,57.829811004562,46.549959049959,32.5757575757576,13.482800982801,4.995904995905,2.3955773955774,971,0.0447530305549349,9.97497065415799,0.430294007062912,-0.385540976507977,"Elk","PA","Johnstown-Altoona PA"
"Elkhart, IN","South Bend-Elkhart IN",108372,101538,39149,93.1858023597077,5.28275128523311,1.25864208473675,29.5906691765401,24.3494629609124,46.0598678625475,45.1020460292728,35.3265728371095,13.1191090449309,3.73955912028404,2.71271296840277,56223,0.556146325507131,11.5933250320388,0.512035071849823,0.0441112536573081,"Elkhart","IN","South Bend-Elkhart IN"
"Elko, NV","Salt Lake City UT",25741,23993,8613,91.5016879923311,0.379277289209353,0.912766223481849,31.1875995493571,30.5932170467348,38.2191834039082,25.705329153605,34.0880065017996,25.1828631138976,10.6699175664693,4.35388366422849,545,0.0155098477848174,10.1558403304343,0.377285212278366,-0.361775364493549,"Elko","NV","Salt Lake City UT"
"Ellis, KS","Wichita-Hutchinson KS",10049,9890,4024,98.2810920121335,1.23356926188069,0.0101112234580384,25.8632699771122,27.7440541347398,46.3926758881481,42.1968190854871,33.3499005964215,18.2405566600398,2.5844930417495,3.62823061630219,417,0.0426040878864627,9.21522840604896,0.398382902145386,-0.355778814258923,"Ellis","KS","Wichita-Hutchinson KS"
"Ellis, TX","Dallas-Ft.Worth TX",80347,75068,25700,86.1658762721799,12.412745777162,0.819257206799169,29.9687605013255,25.5093531805792,44.5218863180953,31.124513618677,32.6303501945525,19.556420233463,9.01556420233463,7.67315175097276,12695,0.183202425870645,11.2941100338165,0.493827670812607,-0.310625244941962,"Ellis","TX","Dallas-Ft.Worth TX"
